ano;mes;campo_pai;subconta;valor
2026;out;PL;Lucros Acumulados;1352792,0
2026;nov;PL;Lucros Acumulados;1363614,0
2026;dez;PL;Lucros Acumulados;1374523,0
2024;jan;PL;Resultado Exercício;0,0
2024;fev;PL;Resultado Exercício;0,0
2024;mar;PL;Resultado Exercício;0,0
2024;abr;PL;Resultado Exercício;0,0
2024;mai;PL;Resultado Exercício;0,0
2024;jun;PL;Resultado Exercício;0,0
2024;jul;PL;Resultado Exercício;0,0
2024;ago;PL;Resultado Exercício;0,0
2024;set;PL;Resultado Exercício;0,0
2024;out;PL;Resultado Exercício;0,0
2024;nov;PL;Resultado Exercício;0,0
2024;dez;PL;Resultado Exercício;0,0
2025;jan;PL;Resultado Exercício;0,0
2025;fev;PL;Resultado Exercício;0,0
2025;mar;PL;Resultado Exercício;0,0
2025;abr;PL;Resultado Exercício;0,0
2025;mai;PL;Resultado Exercício;0,0
2025;jun;PL;Resultado Exercício;0,0
2025;jul;PL;Resultado Exercício;0,0
2025;ago;PL;Resultado Exercício;0,0
2025;set;PL;Resultado Exercício;0,0
2025;out;PL;Resultado Exercício;0,0
2025;nov;PL;Resultado Exercício;0,0
2025;dez;PL;Resultado Exercício;0,0
2026;jan;PL;Resultado Exercício;0,0
2026;fev;PL;Resultado Exercício;0,0
2026;mar;PL;Resultado Exercício;0,0
2026;abr;PL;Resultado Exercício;0,0
2026;mai;PL;Resultado Exercício;0,0
2026;jun;PL;Resultado Exercício;0,0
2026;jul;PL;Resultado Exercício;0,0
2026;ago;PL;Resultado Exercício;0,0
2026;set;PL;Resultado Exercício;0,0
2026;out;PL;Resultado Exercício;0,0
2026;nov;PL;Resultado Exercício;0,0
2026;dez;PL;Resultado Exercício;0,0
2024;jan;receita bruta de vendas;Receita de Vendas;552000,0
2024;jan;receita bruta de vendas;Receita de Serviços;42000,0
2024;jan;receita bruta de vendas;Outras Receitas Operacionais;6000,0
2024;jan;devoluções de vendas;Devoluções;6000,0
2024;jan;CMV (custo da mercadoria vendida);CMV;270000,0
2024;jan;CMV (custo da mercadoria vendida);Mão de Obra Direta;48000,0
2024;jan;CMV (custo da mercadoria vendida);Materiais e Insumos;30000,0
2024;jan;CMV (custo da mercadoria vendida);Fretes de Produção;12000,0
2024;jan;despesas comerciais;Salários Comerciais;24000,0
2024;jan;despesas comerciais;Comissões;15000,0
2024;jan;despesas comerciais;Marketing e Publicidade;12000,0
2024;jan;despesas comerciais;Viagens Comerciais;3000,0
2024;jan;despesas administrativas;Salários Administrativos;30000,0
2024;jan;despesas administrativas;Pró-Labore;9000,0
2024;jan;despesas administrativas;Aluguel;7200,0
2024;jan;despesas administrativas;Energia Elétrica;2400,0
2024;jan;despesas administrativas;Internet e Telefonia;1200,0
2024;jan;despesas administrativas;Contabilidade;1800,0
2024;jan;despesas administrativas;Sistemas e Licenças;2400,0
2024;jan;despesas administrativas;Material de Escritório;600,0
2024;jan;despesas administrativas;Manutenção;1200,0
2024;jan;despesas administrativas;Seguros;1200,0
2024;jan;despesas administrativas;Treinamentos;600,0
2024;jan;despesas com depreciações e amortizações;Depreciação;6000,0
2024;jan;receitas não operacionais;Receitas Financeiras;1800,0
2024;jan;receitas não operacionais;Juros Ativos;600,0
2024;jan;despesas financeiras líquidas;Despesas Financeiras;2400,0
2024;jan;despesas financeiras líquidas;Juros Bancários;1200,0
2024;jan;despesas financeiras líquidas;Tarifas Bancárias;300,0
2024;jan;provisão para imposto de renda;IRPJ;18000,0
2024;jan;provisão para contribuição social;CSLL;6000,0
2024;fev;receita bruta de vendas;Receita de Vendas;557520,0
2024;fev;receita bruta de vendas;Receita de Serviços;42420,0
2024;fev;receita bruta de vendas;Outras Receitas Operacionais;6060,0
2024;fev;devoluções de vendas;Devoluções;6060,0
2024;fev;CMV (custo da mercadoria vendida);CMV;272700,0
2024;fev;CMV (custo da mercadoria vendida);Mão de Obra Direta;48480,0
2024;fev;CMV (custo da mercadoria vendida);Materiais e Insumos;30300,0
2024;fev;CMV (custo da mercadoria vendida);Fretes de Produção;12120,0
2024;fev;despesas comerciais;Salários Comerciais;24240,0
2024;fev;despesas comerciais;Comissões;15150,0
2024;fev;despesas comerciais;Marketing e Publicidade;12120,0
2024;fev;despesas comerciais;Viagens Comerciais;3030,0
2024;fev;despesas administrativas;Salários Administrativos;30300,0
2024;fev;despesas administrativas;Pró-Labore;9090,0
2024;fev;despesas administrativas;Aluguel;7272,0
2024;fev;despesas administrativas;Energia Elétrica;2424,0
2024;fev;despesas administrativas;Internet e Telefonia;1212,0
2024;fev;despesas administrativas;Contabilidade;1818,0
2024;fev;despesas administrativas;Sistemas e Licenças;2424,0
2024;fev;despesas administrativas;Material de Escritório;606,0
2024;fev;despesas administrativas;Manutenção;1212,0
2024;fev;despesas administrativas;Seguros;1212,0
2024;fev;despesas administrativas;Treinamentos;606,0
2024;fev;despesas com depreciações e amortizações;Depreciação;6060,0
2024;fev;receitas não operacionais;Receitas Financeiras;1818,0
2024;fev;receitas não operacionais;Juros Ativos;606,0
2024;fev;despesas financeiras líquidas;Despesas Financeiras;2424,0
2024;fev;despesas financeiras líquidas;Juros Bancários;1212,0
2024;fev;despesas financeiras líquidas;Tarifas Bancárias;303,0
2024;fev;provisão para imposto de renda;IRPJ;18180,0
2024;fev;provisão para contribuição social;CSLL;6060,0
2024;mar;receita bruta de vendas;Receita de Vendas;563040,0
2024;mar;receita bruta de vendas;Receita de Serviços;42840,0
2024;mar;receita bruta de vendas;Outras Receitas Operacionais;6120,0
2024;mar;devoluções de vendas;Devoluções;6120,0
2024;mar;CMV (custo da mercadoria vendida);CMV;275400,0
2024;mar;CMV (custo da mercadoria vendida);Mão de Obra Direta;48960,0
2024;mar;CMV (custo da mercadoria vendida);Materiais e Insumos;30600,0
2024;mar;CMV (custo da mercadoria vendida);Fretes de Produção;12240,0
2024;mar;despesas comerciais;Salários Comerciais;24480,0
2024;mar;despesas comerciais;Comissões;15300,0
2024;mar;despesas comerciais;Marketing e Publicidade;12240,0
2024;mar;despesas comerciais;Viagens Comerciais;3060,0
2024;mar;despesas administrativas;Salários Administrativos;30600,0
2024;mar;despesas administrativas;Pró-Labore;9180,0
2024;mar;despesas administrativas;Aluguel;7344,0
2024;mar;despesas administrativas;Energia Elétrica;2448,0
2024;mar;despesas administrativas;Internet e Telefonia;1224,0
2024;mar;despesas administrativas;Contabilidade;1836,0
2024;mar;despesas administrativas;Sistemas e Licenças;2448,0
2024;mar;despesas administrativas;Material de Escritório;612,0
2024;mar;despesas administrativas;Manutenção;1224,0
2024;mar;despesas administrativas;Seguros;1224,0
2024;mar;despesas administrativas;Treinamentos;612,0
2024;mar;despesas com depreciações e amortizações;Depreciação;6120,0
2024;mar;receitas não operacionais;Receitas Financeiras;1836,0
2024;mar;receitas não operacionais;Juros Ativos;612,0
2024;mar;despesas financeiras líquidas;Despesas Financeiras;2448,0
2024;mar;despesas financeiras líquidas;Juros Bancários;1224,0
2024;mar;despesas financeiras líquidas;Tarifas Bancárias;306,0
2024;mar;provisão para imposto de renda;IRPJ;18360,0
2024;mar;provisão para contribuição social;CSLL;6120,0
2024;abr;receita bruta de vendas;Receita de Vendas;568560,0
2024;abr;receita bruta de vendas;Receita de Serviços;43260,0
2024;abr;receita bruta de vendas;Outras Receitas Operacionais;6180,0
2024;abr;devoluções de vendas;Devoluções;6180,0
2024;abr;CMV (custo da mercadoria vendida);CMV;278100,0
2024;abr;CMV (custo da mercadoria vendida);Mão de Obra Direta;49440,0
2024;abr;CMV (custo da mercadoria vendida);Materiais e Insumos;30900,0
2024;abr;CMV (custo da mercadoria vendida);Fretes de Produção;12360,0
2024;abr;despesas comerciais;Salários Comerciais;24720,0
2024;abr;despesas comerciais;Comissões;15450,0
2024;abr;despesas comerciais;Marketing e Publicidade;12360,0
2024;abr;despesas comerciais;Viagens Comerciais;3090,0
2024;abr;despesas administrativas;Salários Administrativos;30900,0
2024;abr;despesas administrativas;Pró-Labore;9270,0
2024;abr;despesas administrativas;Aluguel;7416,0
2024;abr;despesas administrativas;Energia Elétrica;2472,0
2024;abr;despesas administrativas;Internet e Telefonia;1236,0
2024;abr;despesas administrativas;Contabilidade;1854,0
2024;abr;despesas administrativas;Sistemas e Licenças;2472,0
2024;abr;despesas administrativas;Material de Escritório;618,0
2024;abr;despesas administrativas;Manutenção;1236,0
2024;abr;despesas administrativas;Seguros;1236,0
2024;abr;despesas administrativas;Treinamentos;618,0
2024;abr;despesas com depreciações e amortizações;Depreciação;6180,0
2024;abr;receitas não operacionais;Receitas Financeiras;1854,0
2024;abr;receitas não operacionais;Juros Ativos;618,0
2024;abr;despesas financeiras líquidas;Despesas Financeiras;2472,0
2024;abr;despesas financeiras líquidas;Juros Bancários;1236,0
2024;abr;despesas financeiras líquidas;Tarifas Bancárias;309,0
2024;abr;provisão para imposto de renda;IRPJ;18540,0
2024;abr;provisão para contribuição social;CSLL;6180,0
2024;mai;receita bruta de vendas;Receita de Vendas;574080,0
2024;mai;receita bruta de vendas;Receita de Serviços;43680,0
2024;mai;receita bruta de vendas;Outras Receitas Operacionais;6240,0
2024;mai;devoluções de vendas;Devoluções;6240,0
2024;mai;CMV (custo da mercadoria vendida);CMV;280800,0
2024;mai;CMV (custo da mercadoria vendida);Mão de Obra Direta;49920,0
2024;mai;CMV (custo da mercadoria vendida);Materiais e Insumos;31200,0
2024;mai;CMV (custo da mercadoria vendida);Fretes de Produção;12480,0
2024;mai;despesas comerciais;Salários Comerciais;24960,0
2024;mai;despesas comerciais;Comissões;15600,0
2024;mai;despesas comerciais;Marketing e Publicidade;12480,0
2024;mai;despesas comerciais;Viagens Comerciais;3120,0
2024;mai;despesas administrativas;Salários Administrativos;31200,0
2024;mai;despesas administrativas;Pró-Labore;9360,0
2024;mai;despesas administrativas;Aluguel;7488,0
2024;mai;despesas administrativas;Energia Elétrica;2496,0
2024;mai;despesas administrativas;Internet e Telefonia;1248,0
2024;mai;despesas administrativas;Contabilidade;1872,0
2024;mai;despesas administrativas;Sistemas e Licenças;2496,0
2024;mai;despesas administrativas;Material de Escritório;624,0
2024;mai;despesas administrativas;Manutenção;1248,0
2024;mai;despesas administrativas;Seguros;1248,0
2024;mai;despesas administrativas;Treinamentos;624,0
2024;mai;despesas com depreciações e amortizações;Depreciação;6240,0
2024;mai;receitas não operacionais;Receitas Financeiras;1872,0
2024;mai;receitas não operacionais;Juros Ativos;624,0
2024;mai;despesas financeiras líquidas;Despesas Financeiras;2496,0
2024;mai;despesas financeiras líquidas;Juros Bancários;1248,0
2024;mai;despesas financeiras líquidas;Tarifas Bancárias;312,0
2024;mai;provisão para imposto de renda;IRPJ;18720,0
2024;mai;provisão para contribuição social;CSLL;6240,0
2024;jun;receita bruta de vendas;Receita de Vendas;579600,0
2024;jun;receita bruta de vendas;Receita de Serviços;44100,0
2024;jun;receita bruta de vendas;Outras Receitas Operacionais;6300,0
2024;jun;devoluções de vendas;Devoluções;6300,0
2024;jun;CMV (custo da mercadoria vendida);CMV;283500,0
2024;jun;CMV (custo da mercadoria vendida);Mão de Obra Direta;50400,0
2024;jun;CMV (custo da mercadoria vendida);Materiais e Insumos;31500,0
2024;jun;CMV (custo da mercadoria vendida);Fretes de Produção;12600,0
2024;jun;despesas comerciais;Salários Comerciais;25200,0
2024;jun;despesas comerciais;Comissões;15750,0
2024;jun;despesas comerciais;Marketing e Publicidade;12600,0
2024;jun;despesas comerciais;Viagens Comerciais;3150,0
2024;jun;despesas administrativas;Salários Administrativos;31500,0
2024;jun;despesas administrativas;Pró-Labore;9450,0
2024;jun;despesas administrativas;Aluguel;7560,0
2024;jun;despesas administrativas;Energia Elétrica;2520,0
2024;jun;despesas administrativas;Internet e Telefonia;1260,0
2024;jun;despesas administrativas;Contabilidade;1890,0
2024;jun;despesas administrativas;Sistemas e Licenças;2520,0
2024;jun;despesas administrativas;Material de Escritório;630,0
2024;jun;despesas administrativas;Manutenção;1260,0
2024;jun;despesas administrativas;Seguros;1260,0
2024;jun;despesas administrativas;Treinamentos;630,0
2024;jun;despesas com depreciações e amortizações;Depreciação;6300,0
2024;jun;receitas não operacionais;Receitas Financeiras;1890,0
2024;jun;receitas não operacionais;Juros Ativos;630,0
2024;jun;despesas financeiras líquidas;Despesas Financeiras;2520,0
2024;jun;despesas financeiras líquidas;Juros Bancários;1260,0
2024;jun;despesas financeiras líquidas;Tarifas Bancárias;315,0
2024;jun;provisão para imposto de renda;IRPJ;18900,0
2024;jun;provisão para contribuição social;CSLL;6300,0
2024;jul;receita bruta de vendas;Receita de Vendas;585120,0
2024;jul;receita bruta de vendas;Receita de Serviços;44520,0
2024;jul;receita bruta de vendas;Outras Receitas Operacionais;6360,0
2024;jul;devoluções de vendas;Devoluções;6360,0
2024;jul;CMV (custo da mercadoria vendida);CMV;286200,0
2024;jul;CMV (custo da mercadoria vendida);Mão de Obra Direta;50880,0
2024;jul;CMV (custo da mercadoria vendida);Materiais e Insumos;31800,0
2024;jul;CMV (custo da mercadoria vendida);Fretes de Produção;12720,0
2024;jul;despesas comerciais;Salários Comerciais;25440,0
2024;jul;despesas comerciais;Comissões;15900,0
2024;jul;despesas comerciais;Marketing e Publicidade;12720,0
2024;jul;despesas comerciais;Viagens Comerciais;3180,0
2024;jul;despesas administrativas;Salários Administrativos;31800,0
2024;jul;despesas administrativas;Pró-Labore;9540,0
2024;jul;despesas administrativas;Aluguel;7632,0
2024;jul;despesas administrativas;Energia Elétrica;2544,0
2024;jul;despesas administrativas;Internet e Telefonia;1272,0
2024;jul;despesas administrativas;Contabilidade;1908,0
2024;jul;despesas administrativas;Sistemas e Licenças;2544,0
2024;jul;despesas administrativas;Material de Escritório;636,0
2024;jul;despesas administrativas;Manutenção;1272,0
2024;jul;despesas administrativas;Seguros;1272,0
2024;jul;despesas administrativas;Treinamentos;636,0
2024;jul;despesas com depreciações e amortizações;Depreciação;6360,0
2024;jul;receitas não operacionais;Receitas Financeiras;1908,0
2024;jul;receitas não operacionais;Juros Ativos;636,0
2024;jul;despesas financeiras líquidas;Despesas Financeiras;2544,0
2024;jul;despesas financeiras líquidas;Juros Bancários;1272,0
2024;jul;despesas financeiras líquidas;Tarifas Bancárias;318,0
2024;jul;provisão para imposto de renda;IRPJ;19080,0
2024;jul;provisão para contribuição social;CSLL;6360,0
2024;ago;receita bruta de vendas;Receita de Vendas;590640,0
2024;ago;receita bruta de vendas;Receita de Serviços;44940,0
2024;ago;receita bruta de vendas;Outras Receitas Operacionais;6420,0
2024;ago;devoluções de vendas;Devoluções;6420,0
2024;ago;CMV (custo da mercadoria vendida);CMV;288900,0
2024;ago;CMV (custo da mercadoria vendida);Mão de Obra Direta;51360,0
2024;ago;CMV (custo da mercadoria vendida);Materiais e Insumos;32100,0
2024;ago;CMV (custo da mercadoria vendida);Fretes de Produção;12840,0
2024;ago;despesas comerciais;Salários Comerciais;25680,0
2024;ago;despesas comerciais;Comissões;16050,0
2024;ago;despesas comerciais;Marketing e Publicidade;12840,0
2024;ago;despesas comerciais;Viagens Comerciais;3210,0
2024;ago;despesas administrativas;Salários Administrativos;32100,0
2024;ago;despesas administrativas;Pró-Labore;9630,0
2024;ago;despesas administrativas;Aluguel;7704,0
2024;ago;despesas administrativas;Energia Elétrica;2568,0
2024;ago;despesas administrativas;Internet e Telefonia;1284,0
2024;ago;despesas administrativas;Contabilidade;1926,0
2024;ago;despesas administrativas;Sistemas e Licenças;2568,0
2024;ago;despesas administrativas;Material de Escritório;642,0
2024;ago;despesas administrativas;Manutenção;1284,0
2024;ago;despesas administrativas;Seguros;1284,0
2024;ago;despesas administrativas;Treinamentos;642,0
2024;ago;despesas com depreciações e amortizações;Depreciação;6420,0
2024;ago;receitas não operacionais;Receitas Financeiras;1926,0
2024;ago;receitas não operacionais;Juros Ativos;642,0
2024;ago;despesas financeiras líquidas;Despesas Financeiras;2568,0
2024;ago;despesas financeiras líquidas;Juros Bancários;1284,0
2024;ago;despesas financeiras líquidas;Tarifas Bancárias;321,0
2024;ago;provisão para imposto de renda;IRPJ;19260,0
2024;ago;provisão para contribuição social;CSLL;6420,0
2024;set;receita bruta de vendas;Receita de Vendas;596160,0
2024;set;receita bruta de vendas;Receita de Serviços;45360,0
2024;set;receita bruta de vendas;Outras Receitas Operacionais;6480,0
2024;set;devoluções de vendas;Devoluções;6480,0
2024;set;CMV (custo da mercadoria vendida);CMV;291600,0
2024;set;CMV (custo da mercadoria vendida);Mão de Obra Direta;51840,0
2024;set;CMV (custo da mercadoria vendida);Materiais e Insumos;32400,0
2024;set;CMV (custo da mercadoria vendida);Fretes de Produção;12960,0
2024;set;despesas comerciais;Salários Comerciais;25920,0
2024;set;despesas comerciais;Comissões;16200,0
2024;set;despesas comerciais;Marketing e Publicidade;12960,0
2024;set;despesas comerciais;Viagens Comerciais;3240,0
2024;set;despesas administrativas;Salários Administrativos;32400,0
2024;set;despesas administrativas;Pró-Labore;9720,0
2024;set;despesas administrativas;Aluguel;7776,0
2024;set;despesas administrativas;Energia Elétrica;2592,0
2024;set;despesas administrativas;Internet e Telefonia;1296,0
2024;set;despesas administrativas;Contabilidade;1944,0
2024;set;despesas administrativas;Sistemas e Licenças;2592,0
2024;set;despesas administrativas;Material de Escritório;648,0
2024;set;despesas administrativas;Manutenção;1296,0
2024;set;despesas administrativas;Seguros;1296,0
2024;set;despesas administrativas;Treinamentos;648,0
2024;set;despesas com depreciações e amortizações;Depreciação;6480,0
2024;set;receitas não operacionais;Receitas Financeiras;1944,0
2024;set;receitas não operacionais;Juros Ativos;648,0
2024;set;despesas financeiras líquidas;Despesas Financeiras;2592,0
2024;set;despesas financeiras líquidas;Juros Bancários;1296,0
2024;set;despesas financeiras líquidas;Tarifas Bancárias;324,0
2024;set;provisão para imposto de renda;IRPJ;19440,0
2024;set;provisão para contribuição social;CSLL;6480,0
2024;out;receita bruta de vendas;Receita de Vendas;601680,0
2024;out;receita bruta de vendas;Receita de Serviços;45780,0
2024;out;receita bruta de vendas;Outras Receitas Operacionais;6540,0
2024;out;devoluções de vendas;Devoluções;6540,0
2024;out;CMV (custo da mercadoria vendida);CMV;294300,0
2024;out;CMV (custo da mercadoria vendida);Mão de Obra Direta;52320,0
2024;out;CMV (custo da mercadoria vendida);Materiais e Insumos;32700,0
2024;out;CMV (custo da mercadoria vendida);Fretes de Produção;13080,0
2024;out;despesas comerciais;Salários Comerciais;26160,0
2024;out;despesas comerciais;Comissões;16350,0
2024;out;despesas comerciais;Marketing e Publicidade;13080,0
2024;out;despesas comerciais;Viagens Comerciais;3270,0
2024;out;despesas administrativas;Salários Administrativos;32700,0
2024;out;despesas administrativas;Pró-Labore;9810,0
2024;out;despesas administrativas;Aluguel;7848,0
2024;out;despesas administrativas;Energia Elétrica;2616,0
2024;out;despesas administrativas;Internet e Telefonia;1308,0
2024;out;despesas administrativas;Contabilidade;1962,0
2024;out;despesas administrativas;Sistemas e Licenças;2616,0
2024;out;despesas administrativas;Material de Escritório;654,0
2024;out;despesas administrativas;Manutenção;1308,0
2024;out;despesas administrativas;Seguros;1308,0
2024;out;despesas administrativas;Treinamentos;654,0
2024;out;despesas com depreciações e amortizações;Depreciação;6540,0
2024;out;receitas não operacionais;Receitas Financeiras;1962,0
2024;out;receitas não operacionais;Juros Ativos;654,0
2024;out;despesas financeiras líquidas;Despesas Financeiras;2616,0
2024;out;despesas financeiras líquidas;Juros Bancários;1308,0
2024;out;despesas financeiras líquidas;Tarifas Bancárias;327,0
2024;out;provisão para imposto de renda;IRPJ;19620,0
2024;out;provisão para contribuição social;CSLL;6540,0
2024;nov;receita bruta de vendas;Receita de Vendas;607200,0
2024;nov;receita bruta de vendas;Receita de Serviços;46200,0
2024;nov;receita bruta de vendas;Outras Receitas Operacionais;6600,0
2024;nov;devoluções de vendas;Devoluções;6600,0
2024;nov;CMV (custo da mercadoria vendida);CMV;297000,0
2024;nov;CMV (custo da mercadoria vendida);Mão de Obra Direta;52800,0
2024;nov;CMV (custo da mercadoria vendida);Materiais e Insumos;33000,0
2024;nov;CMV (custo da mercadoria vendida);Fretes de Produção;13200,0
2024;nov;despesas comerciais;Salários Comerciais;26400,0
2024;nov;despesas comerciais;Comissões;16500,0
2024;nov;despesas comerciais;Marketing e Publicidade;13200,0
2024;nov;despesas comerciais;Viagens Comerciais;3300,0
2024;nov;despesas administrativas;Salários Administrativos;33000,0
2024;nov;despesas administrativas;Pró-Labore;9900,0
2024;nov;despesas administrativas;Aluguel;7920,0
2024;nov;despesas administrativas;Energia Elétrica;2640,0
2024;nov;despesas administrativas;Internet e Telefonia;1320,0
2024;nov;despesas administrativas;Contabilidade;1980,0
2024;nov;despesas administrativas;Sistemas e Licenças;2640,0
2024;nov;despesas administrativas;Material de Escritório;660,0
2024;nov;despesas administrativas;Manutenção;1320,0
2024;nov;despesas administrativas;Seguros;1320,0
2024;nov;despesas administrativas;Treinamentos;660,0
2024;nov;despesas com depreciações e amortizações;Depreciação;6600,0
2024;nov;receitas não operacionais;Receitas Financeiras;1980,0
2024;nov;receitas não operacionais;Juros Ativos;660,0
2024;nov;despesas financeiras líquidas;Despesas Financeiras;2640,0
2024;nov;despesas financeiras líquidas;Juros Bancários;1320,0
2024;nov;despesas financeiras líquidas;Tarifas Bancárias;330,0
2024;nov;provisão para imposto de renda;IRPJ;19800,0
2024;nov;provisão para contribuição social;CSLL;6600,0
2024;dez;receita bruta de vendas;Receita de Vendas;612720,0
2024;dez;receita bruta de vendas;Receita de Serviços;46620,0
2024;dez;receita bruta de vendas;Outras Receitas Operacionais;6660,0
2024;dez;devoluções de vendas;Devoluções;6660,0
2024;dez;CMV (custo da mercadoria vendida);CMV;299700,0
2024;dez;CMV (custo da mercadoria vendida);Mão de Obra Direta;53280,0
2024;dez;CMV (custo da mercadoria vendida);Materiais e Insumos;33300,0
2024;dez;CMV (custo da mercadoria vendida);Fretes de Produção;13320,0
2024;dez;despesas comerciais;Salários Comerciais;26640,0
2024;dez;despesas comerciais;Comissões;16650,0
2024;dez;despesas comerciais;Marketing e Publicidade;13320,0
2024;dez;despesas comerciais;Viagens Comerciais;3330,0
2024;dez;despesas administrativas;Salários Administrativos;33300,0
2024;dez;despesas administrativas;Pró-Labore;9990,0
2024;dez;despesas administrativas;Aluguel;7992,0
2024;dez;despesas administrativas;Energia Elétrica;2664,0
2024;dez;despesas administrativas;Internet e Telefonia;1332,0
2024;dez;despesas administrativas;Contabilidade;1998,0
2024;dez;despesas administrativas;Sistemas e Licenças;2664,0
2024;dez;despesas administrativas;Material de Escritório;666,0
2024;dez;despesas administrativas;Manutenção;1332,0
2024;dez;despesas administrativas;Seguros;1332,0
2024;dez;despesas administrativas;Treinamentos;666,0
2024;dez;despesas com depreciações e amortizações;Depreciação;6660,0
2024;dez;receitas não operacionais;Receitas Financeiras;1998,0
2024;dez;receitas não operacionais;Juros Ativos;666,0
2024;dez;despesas financeiras líquidas;Despesas Financeiras;2664,0
2024;dez;despesas financeiras líquidas;Juros Bancários;1332,0
2024;dez;despesas financeiras líquidas;Tarifas Bancárias;333,0
2024;dez;provisão para imposto de renda;IRPJ;19980,0
2024;dez;provisão para contribuição social;CSLL;6660,0
2025;jan;receita bruta de vendas;Receita de Vendas;618240,0
2025;jan;receita bruta de vendas;Receita de Serviços;47040,0
2025;jan;receita bruta de vendas;Outras Receitas Operacionais;6720,0
2025;jan;devoluções de vendas;Devoluções;6720,0
2025;jan;CMV (custo da mercadoria vendida);CMV;302400,0
2025;jan;CMV (custo da mercadoria vendida);Mão de Obra Direta;53760,0
2025;jan;CMV (custo da mercadoria vendida);Materiais e Insumos;33600,0
2025;jan;CMV (custo da mercadoria vendida);Fretes de Produção;13440,0
2025;jan;despesas comerciais;Salários Comerciais;26880,0
2025;jan;despesas comerciais;Comissões;16800,0
2025;jan;despesas comerciais;Marketing e Publicidade;13440,0
2025;jan;despesas comerciais;Viagens Comerciais;3360,0
2025;jan;despesas administrativas;Salários Administrativos;33600,0
2025;jan;despesas administrativas;Pró-Labore;10080,0
2025;jan;despesas administrativas;Aluguel;8064,0
2025;jan;despesas administrativas;Energia Elétrica;2688,0
2025;jan;despesas administrativas;Internet e Telefonia;1344,0
2025;jan;despesas administrativas;Contabilidade;2016,0
2025;jan;despesas administrativas;Sistemas e Licenças;2688,0
2025;jan;despesas administrativas;Material de Escritório;672,0
2025;jan;despesas administrativas;Manutenção;1344,0
2025;jan;despesas administrativas;Seguros;1344,0
2025;jan;despesas administrativas;Treinamentos;672,0
2025;jan;despesas com depreciações e amortizações;Depreciação;6720,0
2025;jan;receitas não operacionais;Receitas Financeiras;2016,0
2025;jan;receitas não operacionais;Juros Ativos;672,0
2025;jan;despesas financeiras líquidas;Despesas Financeiras;2688,0
2025;jan;despesas financeiras líquidas;Juros Bancários;1344,0
2025;jan;despesas financeiras líquidas;Tarifas Bancárias;336,0
2025;jan;provisão para imposto de renda;IRPJ;20160,0
2025;jan;provisão para contribuição social;CSLL;6720,0
2025;fev;receita bruta de vendas;Receita de Vendas;624422,4
2025;fev;receita bruta de vendas;Receita de Serviços;47510,4
2025;fev;receita bruta de vendas;Outras Receitas Operacionais;6787,2
2025;fev;devoluções de vendas;Devoluções;6787,2
2025;fev;CMV (custo da mercadoria vendida);CMV;305424,0
2025;fev;CMV (custo da mercadoria vendida);Mão de Obra Direta;54297,6
2025;fev;CMV (custo da mercadoria vendida);Materiais e Insumos;33936,0
2025;fev;CMV (custo da mercadoria vendida);Fretes de Produção;13574,4
2025;fev;despesas comerciais;Salários Comerciais;27148,8
2025;fev;despesas comerciais;Comissões;16968,0
2025;fev;despesas comerciais;Marketing e Publicidade;13574,4
2025;fev;despesas comerciais;Viagens Comerciais;3393,6
2025;fev;despesas administrativas;Salários Administrativos;33936,0
2025;fev;despesas administrativas;Pró-Labore;10180,8
2025;fev;despesas administrativas;Aluguel;8144,64
2025;fev;despesas administrativas;Energia Elétrica;2714,88
2025;fev;despesas administrativas;Internet e Telefonia;1357,44
2025;fev;despesas administrativas;Contabilidade;2036,16
2025;fev;despesas administrativas;Sistemas e Licenças;2714,88
2025;fev;despesas administrativas;Material de Escritório;678,72
2025;fev;despesas administrativas;Manutenção;1357,44
2025;fev;despesas administrativas;Seguros;1357,44
2025;fev;despesas administrativas;Treinamentos;678,72
2025;fev;despesas com depreciações e amortizações;Depreciação;6787,2
2025;fev;receitas não operacionais;Receitas Financeiras;2036,16
2025;fev;receitas não operacionais;Juros Ativos;678,72
2025;fev;despesas financeiras líquidas;Despesas Financeiras;2714,88
2025;fev;despesas financeiras líquidas;Juros Bancários;1357,44
2025;fev;despesas financeiras líquidas;Tarifas Bancárias;339,36
2025;fev;provisão para imposto de renda;IRPJ;20361,6
2025;fev;provisão para contribuição social;CSLL;6787,2
2025;mar;receita bruta de vendas;Receita de Vendas;630604,8
2025;mar;receita bruta de vendas;Receita de Serviços;47980,8
2025;mar;receita bruta de vendas;Outras Receitas Operacionais;6854,4
2025;mar;devoluções de vendas;Devoluções;6854,4
2025;mar;CMV (custo da mercadoria vendida);CMV;308448,0
2025;mar;CMV (custo da mercadoria vendida);Mão de Obra Direta;54835,2
2025;mar;CMV (custo da mercadoria vendida);Materiais e Insumos;34272,0
2025;mar;CMV (custo da mercadoria vendida);Fretes de Produção;13708,8
2025;mar;despesas comerciais;Salários Comerciais;27417,6
2025;mar;despesas comerciais;Comissões;17136,0
2025;mar;despesas comerciais;Marketing e Publicidade;13708,8
2025;mar;despesas comerciais;Viagens Comerciais;3427,2
2025;mar;despesas administrativas;Salários Administrativos;34272,0
2025;mar;despesas administrativas;Pró-Labore;10281,6
2025;mar;despesas administrativas;Aluguel;8225,28
2025;mar;despesas administrativas;Energia Elétrica;2741,76
2025;mar;despesas administrativas;Internet e Telefonia;1370,88
